title,company,location,education,experience,skills,description
Financial Analyst,Population Services International,Bahir Dar,Diploma,1,"English, Scikit-learn, Research, HTML, Teaching, Sales","We are looking for a Financial Analyst at Population Services International in Bahir Dar. Requirements: Diploma degree, 1 years experience, skills: English, Scikit-learn, Research, HTML, Teaching, Sales."
Architect,NIB Insurance,Adama,Diploma,10,"Python, Oracle, CSS, Scikit-learn, Git, Writing, Teaching","We are looking for a Architect at NIB Insurance in Adama. Requirements: Diploma degree, 10 years experience, skills: Python, Oracle, CSS, Scikit-learn, Git, Writing, Teaching."
Architect,Commercial Bank of Ethiopia,Bahir Dar,High School,6,"Communication, SAP, Machine Learning, Ethical Hacking, CCNA","We are looking for a Architect at Commercial Bank of Ethiopia in Bahir Dar. Requirements: High School degree, 6 years experience, skills: Communication, SAP, Machine Learning, Ethical Hacking, CCNA."
Chef,Habesha Breweries,Addis Ababa,Master's,5,"Networking, HTML, Docker, Excel, Research","We are looking for a Chef at Habesha Breweries in Addis Ababa. Requirements: Master's degree, 5 years experience, skills: Networking, HTML, Docker, Excel, Research."
Electrician,PSI Ethiopia,Hawassa,Bachelor's,0,"Writing, Networking, Microsoft Office, Excel, Project Management, Research, Flask","We are looking for a Electrician at PSI Ethiopia in Hawassa. Requirements: Bachelor's degree, 0 years experience, skills: Writing, Networking, Microsoft Office, Excel, Project Management, Research, Flask."
Software Developer,Homegrown Ethiopia,Adama,Diploma,1,"Excel, PyTorch, Project Management, Networking, NumPy, Accounting, Docker, HTML","We are looking for a Software Developer at Homegrown Ethiopia in Adama. Requirements: Diploma degree, 1 years experience, skills: Excel, PyTorch, Project Management, Networking, NumPy, Accounting, Docker, HTML."
Accountant,NIB Insurance,Hawassa,Diploma,9,"Amharic, SQL, SAP, Flask, CCNA, QuickBooks, Project Management","We are looking for a Accountant at NIB Insurance in Hawassa. Requirements: Diploma degree, 9 years experience, skills: Amharic, SQL, SAP, Flask, CCNA, QuickBooks, Project Management."
Data Analyst,Oxfam GB,Adama,Master's,7,"AWS, Research, Marketing, NumPy, Microsoft Office","We are looking for a Data Analyst at Oxfam GB in Adama. Requirements: Master's degree, 7 years experience, skills: AWS, Research, Marketing, NumPy, Microsoft Office."
Procurement Officer,Population Services International,Hawassa,High School,9,"Excel, Scikit-learn, Machine Learning, Pandas, Git, Writing, Accounting","We are looking for a Procurement Officer at Population Services International in Hawassa. Requirements: High School degree, 9 years experience, skills: Excel, Scikit-learn, Machine Learning, Pandas, Git, Writing, Accounting."
Graphic Designer,Ministry of Education,Dire Dawa,Master's,9,"Project Management, Teaching, Data Analysis, SAP","We are looking for a Graphic Designer at Ministry of Education in Dire Dawa. Requirements: Master's degree, 9 years experience, skills: Project Management, Teaching, Data Analysis, SAP."
Content Writer,World Food Programme,Addis Ababa,Master's,2,"SAP, Flask, Cisco","We are looking for a Content Writer at World Food Programme in Addis Ababa. Requirements: Master's degree, 2 years experience, skills: SAP, Flask, Cisco."
Network Administrator,UNICEF Ethiopia,Bahir Dar,Master's,1,"TensorFlow, Networking, Teamwork, SAP, Writing, Git, Java, Django","We are looking for a Network Administrator at UNICEF Ethiopia in Bahir Dar. Requirements: Master's degree, 1 years experience, skills: TensorFlow, Networking, Teamwork, SAP, Writing, Git, Java, Django."
Nurse,Dashen Bank,Gondar,Diploma,5,"NumPy, Teaching, Writing, CCNA","We are looking for a Nurse at Dashen Bank in Gondar. Requirements: Diploma degree, 5 years experience, skills: NumPy, Teaching, Writing, CCNA."
Accountant,Ethio Telecom,Hawassa,Master's,4,"SAP, Leadership, AWS, English, Communication","We are looking for a Accountant at Ethio Telecom in Hawassa. Requirements: Master's degree, 4 years experience, skills: SAP, Leadership, AWS, English, Communication."
Software Developer,CARE Ethiopia,Addis Ababa,Master's,7,"Git, Teamwork, NumPy","We are looking for a Software Developer at CARE Ethiopia in Addis Ababa. Requirements: Master's degree, 7 years experience, skills: Git, Teamwork, NumPy."
Network Administrator,Addis Ababa University,Debre Zeit,Diploma,3,"Flask, Customer Service, CCNA","We are looking for a Network Administrator at Addis Ababa University in Debre Zeit. Requirements: Diploma degree, 3 years experience, skills: Flask, Customer Service, CCNA."
Network Administrator,CARE Ethiopia,Addis Ababa,High School,0,"English, JavaScript, Teamwork, Microsoft Office, Linux, NumPy, Cisco","We are looking for a Network Administrator at CARE Ethiopia in Addis Ababa. Requirements: High School degree, 0 years experience, skills: English, JavaScript, Teamwork, Microsoft Office, Linux, NumPy, Cisco."
Software Developer,Ethio Telecom,Jimma,Bachelor's,7,"AWS, Marketing, Customer Service, Teamwork","We are looking for a Software Developer at Ethio Telecom in Jimma. Requirements: Bachelor's degree, 7 years experience, skills: AWS, Marketing, Customer Service, Teamwork."
Network Administrator,Ethio Telecom,Gondar,Master's,2,"Git, Pandas, Project Management, PyTorch, Python","We are looking for a Network Administrator at Ethio Telecom in Gondar. Requirements: Master's degree, 2 years experience, skills: Git, Pandas, Project Management, PyTorch, Python."
Financial Analyst,Ethiopian Shipping Lines,Jimma,Diploma,4,"Cybersecurity, Python, Teaching, Machine Learning, SAP, AWS, HTML","We are looking for a Financial Analyst at Ethiopian Shipping Lines in Jimma. Requirements: Diploma degree, 4 years experience, skills: Cybersecurity, Python, Teaching, Machine Learning, SAP, AWS, HTML."
Network Administrator,Awash Bank,Mekelle,High School,6,"Git, Networking, SAP, Communication","We are looking for a Network Administrator at Awash Bank in Mekelle. Requirements: High School degree, 6 years experience, skills: Git, Networking, SAP, Communication."
Procurement Officer,Oxfam GB,Bahir Dar,Bachelor's,1,"PyTorch, CCNA, CSS","We are looking for a Procurement Officer at Oxfam GB in Bahir Dar. Requirements: Bachelor's degree, 1 years experience, skills: PyTorch, CCNA, CSS."
Customer Service Officer,Ministry of Education,Mekelle,High School,5,"Git, HTML, Networking, Scikit-learn, Ethical Hacking, Customer Service, Machine Learning, Cisco","We are looking for a Customer Service Officer at Ministry of Education in Mekelle. Requirements: High School degree, 5 years experience, skills: Git, HTML, Networking, Scikit-learn, Ethical Hacking, Customer Service, Machine Learning, Cisco."
Project Manager,Oxfam GB,Hawassa,High School,3,"Project Management, Excel, Python, CSS, English, Linux, Leadership, Communication","We are looking for a Project Manager at Oxfam GB in Hawassa. Requirements: High School degree, 3 years experience, skills: Project Management, Excel, Python, CSS, English, Linux, Leadership, Communication."
Software Developer,Commercial Bank of Ethiopia,Mekelle,Bachelor's,1,"Amharic, SQL, CSS, Machine Learning","We are looking for a Software Developer at Commercial Bank of Ethiopia in Mekelle. Requirements: Bachelor's degree, 1 years experience, skills: Amharic, SQL, CSS, Machine Learning."
Financial Analyst,UNICEF Ethiopia,Gondar,High School,5,"Amharic, CCNA, Excel, Java","We are looking for a Financial Analyst at UNICEF Ethiopia in Gondar. Requirements: High School degree, 5 years experience, skills: Amharic, CCNA, Excel, Java."
Network Administrator,Ethio Telecom,Adama,Master's,6,"Cybersecurity, Leadership, Django, Scikit-learn, QuickBooks, Communication, Sales","We are looking for a Network Administrator at Ethio Telecom in Adama. Requirements: Master's degree, 6 years experience, skills: Cybersecurity, Leadership, Django, Scikit-learn, QuickBooks, Communication, Sales."
Chef,PSI Ethiopia,Debre Zeit,Diploma,7,"Amharic, Machine Learning, Accounting, Communication, AWS, CCNA, Writing","We are looking for a Chef at PSI Ethiopia in Debre Zeit. Requirements: Diploma degree, 7 years experience, skills: Amharic, Machine Learning, Accounting, Communication, AWS, CCNA, Writing."
Accountant,Habesha Breweries,Jimma,Diploma,0,"NumPy, AWS, Git, Leadership","We are looking for a Accountant at Habesha Breweries in Jimma. Requirements: Diploma degree, 0 years experience, skills: NumPy, AWS, Git, Leadership."
Mechanic,Ethiopian Airlines,Dire Dawa,Bachelor's,9,"Microsoft Office, Teamwork, Sales","We are looking for a Mechanic at Ethiopian Airlines in Dire Dawa. Requirements: Bachelor's degree, 9 years experience, skills: Microsoft Office, Teamwork, Sales."
Project Manager,Oxfam GB,Gondar,High School,10,"Microsoft Office, Customer Service, Python, Pandas, SAP, Linux, Oracle","We are looking for a Project Manager at Oxfam GB in Gondar. Requirements: High School degree, 10 years experience, skills: Microsoft Office, Customer Service, Python, Pandas, SAP, Linux, Oracle."
Marketing Officer,Awash Bank,Bahir Dar,Diploma,10,"Python, Docker, Sales, Django","We are looking for a Marketing Officer at Awash Bank in Bahir Dar. Requirements: Diploma degree, 10 years experience, skills: Python, Docker, Sales, Django."
Electrician,World Food Programme,Jimma,Bachelor's,3,"Excel, Microsoft Office, Cisco, Teamwork","We are looking for a Electrician at World Food Programme in Jimma. Requirements: Bachelor's degree, 3 years experience, skills: Excel, Microsoft Office, Cisco, Teamwork."
Teacher,CARE Ethiopia,Dire Dawa,High School,6,"Java, Teamwork, Scikit-learn, Machine Learning, Writing, Amharic, Teaching, English","We are looking for a Teacher at CARE Ethiopia in Dire Dawa. Requirements: High School degree, 6 years experience, skills: Java, Teamwork, Scikit-learn, Machine Learning, Writing, Amharic, Teaching, English."
Human Resources Assistant,Commercial Bank of Ethiopia,Jimma,Master's,4,"QuickBooks, Research, NumPy, Customer Service","We are looking for a Human Resources Assistant at Commercial Bank of Ethiopia in Jimma. Requirements: Master's degree, 4 years experience, skills: QuickBooks, Research, NumPy, Customer Service."
Accountant,Dashen Bank,Dire Dawa,Master's,5,"Amharic, Project Management, Docker, Marketing, Pandas, QuickBooks, Accounting, JavaScript","We are looking for a Accountant at Dashen Bank in Dire Dawa. Requirements: Master's degree, 5 years experience, skills: Amharic, Project Management, Docker, Marketing, Pandas, QuickBooks, Accounting, JavaScript."
Tour Guide,Techno Serve,Gondar,Bachelor's,0,"HTML, Django, JavaScript","We are looking for a Tour Guide at Techno Serve in Gondar. Requirements: Bachelor's degree, 0 years experience, skills: HTML, Django, JavaScript."
Customer Service Officer,SOS Children's Villages,Dire Dawa,Bachelor's,10,"Networking, Research, Scikit-learn, NumPy, Cybersecurity, HTML, Writing","We are looking for a Customer Service Officer at SOS Children's Villages in Dire Dawa. Requirements: Bachelor's degree, 10 years experience, skills: Networking, Research, Scikit-learn, NumPy, Cybersecurity, HTML, Writing."
Marketing Officer,Awash Bank,Bahir Dar,High School,2,"JavaScript, Amharic, Linux, Ethical Hacking, Machine Learning","We are looking for a Marketing Officer at Awash Bank in Bahir Dar. Requirements: High School degree, 2 years experience, skills: JavaScript, Amharic, Linux, Ethical Hacking, Machine Learning."
Nurse,PSI Ethiopia,Addis Ababa,Diploma,6,"Cisco, Writing, Ethical Hacking, CSS","We are looking for a Nurse at PSI Ethiopia in Addis Ababa. Requirements: Diploma degree, 6 years experience, skills: Cisco, Writing, Ethical Hacking, CSS."
Tour Guide,Commercial Bank of Ethiopia,Hawassa,Diploma,8,"NumPy, CCNA, Scikit-learn","We are looking for a Tour Guide at Commercial Bank of Ethiopia in Hawassa. Requirements: Diploma degree, 8 years experience, skills: NumPy, CCNA, Scikit-learn."
Data Analyst,Ministry of Education,Debre Zeit,Master's,3,"Git, Oracle, Microsoft Office, AWS, Leadership, Project Management, Scikit-learn, NumPy","We are looking for a Data Analyst at Ministry of Education in Debre Zeit. Requirements: Master's degree, 3 years experience, skills: Git, Oracle, Microsoft Office, AWS, Leadership, Project Management, Scikit-learn, NumPy."
Electrician,SOS Children's Villages,Addis Ababa,Bachelor's,6,"SAP, Excel, SQL, Oracle, NumPy, Cybersecurity, Amharic, CCNA","We are looking for a Electrician at SOS Children's Villages in Addis Ababa. Requirements: Bachelor's degree, 6 years experience, skills: SAP, Excel, SQL, Oracle, NumPy, Cybersecurity, Amharic, CCNA."
Architect,Ethiopian Airlines,Debre Zeit,Diploma,2,"JavaScript, Research, Pandas, AWS, Excel, Flask, Leadership","We are looking for a Architect at Ethiopian Airlines in Debre Zeit. Requirements: Diploma degree, 2 years experience, skills: JavaScript, Research, Pandas, AWS, Excel, Flask, Leadership."
Network Administrator,Ethio Telecom,Hawassa,Master's,0,"Python, Pandas, Cisco, CSS, Project Management, Data Analysis","We are looking for a Network Administrator at Ethio Telecom in Hawassa. Requirements: Master's degree, 0 years experience, skills: Python, Pandas, Cisco, CSS, Project Management, Data Analysis."
Accountant,CARE Ethiopia,Mekelle,Bachelor's,9,"Accounting, Oracle, Amharic, JavaScript, SQL, Sales, PyTorch","We are looking for a Accountant at CARE Ethiopia in Mekelle. Requirements: Bachelor's degree, 9 years experience, skills: Accounting, Oracle, Amharic, JavaScript, SQL, Sales, PyTorch."
Hotel Manager,Ethio Telecom,Adama,Master's,1,"Customer Service, AWS, Marketing, Microsoft Office, Cybersecurity","We are looking for a Hotel Manager at Ethio Telecom in Adama. Requirements: Master's degree, 1 years experience, skills: Customer Service, AWS, Marketing, Microsoft Office, Cybersecurity."
Administrative Assistant,Population Services International,Addis Ababa,Bachelor's,9,"Project Management, Flask, Docker, CSS, Data Analysis, Networking, Linux, SQL","We are looking for a Administrative Assistant at Population Services International in Addis Ababa. Requirements: Bachelor's degree, 9 years experience, skills: Project Management, Flask, Docker, CSS, Data Analysis, Networking, Linux, SQL."
